"REGION","RNAME","SNAME","KEY","LENGTH","UPNGR","DOWNNGR","CHEMNGR","N_GQA_90","N_GQA_95","N_GQA_00","N_GQA_01","N_GQA_02","N_GQA_03","N_GQA_04","N_GQA_05","N_GQA_06","N_GQA_07","N_GQA_08","N_GQA_09"
"South West","DING","ILTON-CONF WITH ISLE","052020016201",2,"ST354  169","ST364  185","ST3634518237","3","3","3","3","3","3","3","3","4","4","3","3"
"South West","LAM BK","CONF WITH STH PETHTN STR-CONF WITH PARR","052020017801",1.7,"ST431  185","ST443  197","ST4330218629",,"6","6","6","5","6","6","6","6","6","6","6"
"South West","CREWKERNE BK","HENLEY-CREWKERNE","052020019002",2.9,"ST440  082","ST450  094","ST4488909185","4","4","3","3","3","3","3","3","3","3","3","3"
"South West","TAUNTON & BRIDGWATER CNL","CROSSING WITH TONE-CHARLTON","052020050001",7.6,"ST230  252","ST291  266","ST3030031100","3","4","4","4","4","4","4","4","4","4","4","3"
"South West","TAUNTON & BRIDGWATER CNL","CHARLTON-CROSSING WITH PETHERTON PK BK","052020050002",9.9,"ST291  266","ST321  328","ST3030031100","3","4","4","4","4","4","4","4","4","4","4","3"
"South West","TAUNTON & BRIDGWATER CNL","CROSSING WITH PETHERTON PK BK-NORTHFIELD","052020050003",5.3,"ST321  328","ST293  371","ST2942736671","3","4","4","4","4","3","3","3","3","3","3","3"
"South West","TAUNTON & BRIDGWATER CNL","NORTHFIELD-BRIDGWATER DOCK","052020050004",1.1,"ST293  371","ST299  376","ST2942736671","3","4","4","4","4","3","3","3","3","3","3","3"
"South West","BRUE","WADHAM FARM STREAM-CONF WITH ALHAM","052030000105A",3.8,"ST635  337","ST606  329","ST6045832762","5","4","4","4","4","4","4","4","4","4","4","4"
"South West","BRUE","CONF WITH ALHAM-U/S BALTONSBOROUGH BIF","052030000106",8.3,"ST606  329","ST548  339","ST5509832648","4","4","4","4","4","4","4","4","4","4","4","4"
"South West","BRUE","U/S BALTONSB BIF-D/S BALTONSB BIF (NTH)","052030000107",2.4,"ST548  339","ST530  350","ST5509832648","4","4","4","4","4","4","4","4","4","4","4","4"
"South West","BRUE","U/S BALTONSB BIF-D/S BALTONSB BIF (STH)","052030000108",2.4,"ST548  339","ST530  350","ST5329534580","4","4","4","4","4","4","4","4","4","4","4","4"
"South West","BRUE","D/S BALTONSB BIF-U/S GMS BIF","052030000109",5.8,"ST530  350","ST494  378","ST5019637515","4","4","4","4","4","4","4","4","4","4","4","4"
"South West","BRUE (GMS)","U/S GMS BIF-D/S GLASTONBURY STW","052030000110",0.9,"ST494  378","ST487  384","ST4859638060",,"4","4","4","4","4","4","4","4","4","4","4"
"South West","BRUE (GMS)","D/S GLASTONBURY STW-D/S GMS BIF","052030000111",3.2,"ST487  384","ST480  404","ST4937039527","6","6","6","6","6","6","6","6","6","6","6","6"
"South West","BRUE","U/S GMS BIF-LITTLE RANCH","052030000112",3.2,"ST494  378","ST480  399","ST5019637515","4","4","4","4","4","4","4","4","4","4","4","4"
"South West","BRUE","LITTLE RANCH-D/S GMS BIF","052030000113",0.5,"ST480  399","ST480  404","ST5019637515","4","4","4","4","4","4","4","4","4","4","4","4"
"South West","BRUE","D/S GMS BIF-CONF WITH SHEPPEY","052030000114",4.4,"ST480  404","ST444  426","ST4590041761","4","4","4","4","4","4","4","4","4","4","4","4"
"South West","BRUE","CONF WITH SHEPPEY-CONF WITH NTH DRAIN","052030000115",4.9,"ST444  426","ST399  448","ST4376342684","4","4","4","4","4","4","4","4","4","4","4","4"
"South West","BRUE","CONF WITH NTH DRAIN-CONF WITH MARK YEO","052030000116",2.6,"ST399  448","ST377  449","ST3811744595","4","4","4","3","4","4","4","4","4","4","4","4"
"South West","BRUE","CONF WITH MARK YEO-CONF WITH CRIPPS","052030000117",1.6,"ST377  449","ST361  452","ST3811744595","4","4","4","3","4","4","4","4","4","4","4","4"
"South West","BRUE","CONF WITH CRIPPS-HIGHBRIDGE (ESTUARY)","052030000118",5.2,"ST361  452","ST314  473","ST3459345801","4","3","4","3","3","3","4","4","4","4","4","4"
"South West","CRIPPS","CONF WITH HUNTSPL(GOLD CNR)-BRUE CONF","052030000201",2.6,"ST367  431","ST361  452","ST3683544348","3","3","3","3","3","2","3","3","3","3","3","2"
"South West","SHEPPEY","SHEPTON MLT STW-CROSCOMBE STW","052030000304",1.9,"ST597  441","ST583  445","ST5927744299","4","5","5","4","5","5","5","5","6","6","6","5"
"South West","SHEPPEY","DULCOTE-COXLEY","052030000306",4.2,"ST569  449","ST532  440","ST5375044067","4","4","5","5","5","5","5","5","5","5","5","5"
"South West","SHEPPEY","COXLEY-CROSSING WITH NTH DRAIN","052030000307",4.7,"ST532  440","ST493  442","ST5375044067","4","4","5","5","5","5","5","5","5","5","5","5"
"South West","SHEPPEY","CROSSING WITH NTH DRAIN-GARSLADE FM","052030000308",1.4,"ST493  442","ST492  428","ST5375044067","4","4","5","5","5","5","5","5","5","5","5","5"
"South West","SHEPPEY","GARSLADE FM-U/S DECOY RHYNE BIF","052030000309",2.3,"ST492  428","ST471  428","ST4712642697","4","4","5","4","4","4","5","5","5","5","5","5"
"South West","SHEPPEY","CONF WITH U/S DECOY RHYNE-CONF WITH HART","052030000310",2,"ST471  428","ST452  424","ST4712642697","4","4","5","4","4","4","5","5","5","5","5","5"
"South West","SHEPPEY","CONF WITH HARTLAKE-CONF WITH DECOY RHYNE","052030000311",0.3,"ST452  424","ST449  425","ST4712642697","4","4","5","4","4","4","5","5","5","5","5","5"
"South West","SHEPPEY","D/S DECOY RHYNE-CONF WITH BRUE","052030000312",0.6,"ST449  425","ST444  426","ST4712642697","4","4","5","4","4","4","5","5","5","5","5","5"
"South West","HARTLAKE","REDLAKE/WHITELAKE CONF-HARTLAKE BRIDGE","052030000501",2.3,"ST533  408","ST509  412","ST4863942143","4","3","3","3","3","3","3","3","3","3","3","3"
"South West","HARTLAKE","HARTLAKE BRIDGE-CONF WITH SHEPPEY","052030000502",6.1,"ST509  412","ST452  424","ST4863942143","4","3","3","3","3","3","3","3","3","3","3","3"
"South West","DECOY RHYNE","U/S DECOY RHYNE-D/S DECOY RHYNE","052030001001",2.7,"ST471  428","ST449  425","ST4712642697","4","4","5","4","4","4","5","5","5","5","5","5"
"South West","NORTH DRAIN","CROSSING WITH SHEPPEY-CONF WITH BRUE","052030001101",10.1,"ST493  442","ST399  448","ST4008445392","2","2","2","2","2","2","3","2","2","2","2","2"
"South West","ALHAM","ALHAM-BATCOMBE","052030001601",3.3,"ST677  414","ST683  386","ST6456336835",,"5","5","4","4","4","4","4","4","4","4","4"
"South West","ALHAM","BATCOMBE-CONF WITH STONY STRATTON STR","052030001602",2.6,"ST683  386","ST663  379","ST6456336835",,"5","5","4","4","4","4","4","4","4","4","4"
"South West","ALHAM","CONF WITH STONY STRATTON STR-REDLANDS FM","052030001603",2.7,"ST663  379","ST646  369","ST6456336835",,"5","5","4","4","4","4","4","4","4","4","4"
"South West","ALHAM","REDLANDS FM-SNAGG FM","052030001604",2.1,"ST646  369","ST636  355","ST6456336835",,"5","5","4","4","4","4","4","4","4","4","4"
"South West","AXE","PAPER MILL-U/S WOOKEY BIF","052040000102",1.2,"ST530  466","ST525  457","ST5272246048","4","4","5","5","5","5","5","5","4","4","4","4"
"South West","AXE","U/S WOOKEY BIF-D/S WOOKEY BIF","052040000103",6.9,"ST525  457","ST476  471","ST4805845411","4","4","5","5","4","5","5","5","4","4","4","4"
"South West","AXE","D/S WOOKEY BIF-CLEWER","052040000105",6.2,"ST476  471","ST442  510","ST4415951012","4","4","4","4","4","4","4","4","4","4","4","4"
"South West","AXE","CONF WITH LOX YEO-CONF WITH MARK YEO","052040000108",1.9,"ST382  550","ST364  554","ST3666055273","3","3","3","3","3","3","3","3","3","3","3","3"
"South West","LOX YEO","LOXTON-CONF WITH AXE","052040000601A",0.8,"ST378  557","ST382  550","ST3775255571","4","4","4","4","4","4","4","4","4","4","4","4"
"South West","CHEDDAR YEO","HYTHE FOOTBRIDGE-RACKLEY","052040000701A",7.3,"ST437  522","ST392  549","ST4113154554","3","4","4","4","4","4","4","4","4","4","4","4"
"South West","CHEDDAR YEO","HYTHE-HYTHE FOOTBRIDGE","052040000701B",1.1,"ST447  524","ST437  522","ST4384952183","3","4","4","4","4","4","4","4","4","4","4","4"
"South West","CHEDDAR YEO","SOURCE-HYTHE","052040000701C",1.2,"ST457  528","ST447  524","ST4476252304","3","3","4","4","3","3","4","4","4","4","4","3"
"South West","CHEDDAR YEO","RACKLEY-CONF WITH AXE","052040000702",0.4,"ST392  549","ST388  549","ST4113154554","3","4","4","4","4","4","4","4","4","4","4","4"
"South West","BANWELL","BANWELL-M5","052050000101C",4.1,"ST398  589","ST379  628","ST3821862582","2","3","3","3","3","3","3","3","3","3","3","3"
"South West","CONGRESBURY YEO","PERRY BRIDGE-WRINGTON","052060000102",2.3,"ST480  616","ST463  624","ST4667162107","4","4","4","4","4","4","4","4","4","4","4","3"
"South West","CONGRESBURY YEO","CONGRESBURY-M5","052060000104",8.2,"ST439  638","ST390  650","ST4375463897","4","4","4","4","4","4","4","4","4","4","4","3"
"South West","KENN","SOURCE-SEA","052070000101",15.6,"ST489  711","ST384  686","ST4356769533",,"4","4","4","4","3","3","3","3","3","3","3"
"South West","NEW BLIND YEO","CLEVEDON-SEA","052080000101A",2.2,"ST412  700","ST392  702","ST3992269876","3","3","4","3","3","3","3","3","3","3","3","3"
"South West","NEW BLIND YEO","CUT FROM KENN-CLEVEDON","052080000101B",2.3,"ST434  698","ST412  700","ST3992269876",,"3","4","3","3","3","3","3","3","3","3","3"
"South West","LAND YEO","SOURCE-NAILSEA","052080000201",2.9,"ST536  676","ST469  716","ST4596171539","5","5","5","5","4","4","4","4","4","4","4","4"
"South West","LAND YEO","NAILSEA-CLEVEDON","052080000202",7,"ST469  716","ST418  712","ST4596171539","5","5","5","5","4","4","4","4","4","4","4","4"
"South West","PORTBURY DITCH","SOURCE-MIDDLE BRIDGE","052090000101",6.4,"ST420  725","ST474  755","ST4735675549","3","3","3","3","3","3","3","3","3","3","3","3"
"South West","FLOATING HARBOUR","TEMPLE MEADS-CONF WITH BRISTOL FROME","053010000103",2.4,"ST599  723","ST586  724","ST5720672139","5","4","4","4","4","4","4","5","5","5","5","4"
"South West","AVON","CONHAM-TEMPLE MEADS(ESTUARY)","053010000105A",5,"ST633  719","ST599  723","ST5720672139","5","4","4","4","4","4","4","5","5","5","5","4"
"South West","AVON","CONF WITH SISTON BK-CONHAM","053010000105B",5.6,"ST661  699","ST633  719","ST6472869751","5","5","5","5","4","4","4","5","5","5","5","4"
"South West","AVON","CONF WITH CHEW-CONF WITH SISTON BK","053010000106",0.8,"ST658  689","ST661  699","ST6616369000","5","5","5","5","4","4","5","5","5","5","5","4"
"South West","AVON","CONF WITH BOYD-CONF WITH CHEW","053010000107",2.7,"ST681  688","ST658  689","ST6616369000","5","5","5","5","4","4","5","5","5","5","5","4"
"South West","AVON","CONF WITH CORSTON BK-SWINEFORD","053010000108B",1.8,"ST700  659","ST693  687","ST6916367874","5","5","5","5","4","4","4","5","5","5","5","4"
"South West","AVON","CONF WITH NEWTON BK-CONF WITH CORSTON BK","053010000109",2.2,"ST718  655","ST700  659","ST6916367874","5","5","5","5","4","4","5","5","5","5","5","4"
"South West","AVON","BATH CENTRAL-CONF WITH NEWTON BK","053010000110A",2,"ST735  650","ST718  655","ST6916367874","5","5","5","5","4","4","5","5","5","5","5","4"
"South West","AVON","WALCOTT-BATH CENTRAL","053010000110B",4.1,"ST756  658","ST735  650","ST7526264940","5","5","5","5","5","4","5","5","5","5","5","4"
"South West","AVON","CONF WITH LAM BK-WALCOTT","053010000110C",1.1,"ST765  663","ST756  658","ST7526264940","5","5","5","5","5","4","5","5","5","5","5","4"
"South West","AVON","CONF WITH ST CATHS BK-CONF WITH LAM BK","053010000111",2,"ST779  673","ST765  663","ST7745267004","5","5","5","5","5","5","5","5","5","5","5","4"
"South West","AVON","CONF WITH BY BK-CONF WITH ST CATHS BK","053010000112",0.7,"ST785  669","ST779  673","ST7745267004","5","5","5","5","5","5","5","5","5","5","5","4"
"South West","AVON","CONF WITH MIDFORD BK-CONF WITH BY BK","053010000113",5.4,"ST784  621","ST785  669","ST7847762538","5","5","5","5","5","5","5","5","5","5","5","4"
"South West","AVON","MURHILL-CONF WITH MIDFORD BK","053010000114A",1.9,"ST790  608","ST784  621","ST7823661244","5","5","5","5","4","4","5","5","5","5","5","4"
"South West","AVON","CONF WITH FROME-MURHILL","053010000114B",1.1,"ST795  600","ST790  608","ST7823661244","5","5","5","5","4","4","5","5","5","5","5","4"
"South West","AVON","CONF WITH SEM BK-CONF WITH BISS","053010000116",5.1,"ST881  616","ST851  597","ST8595561077","5","5","5","5","5","5","5","5","5","5","5","4"
"South West","AVON","CONF WITH CHALFD BK-CONF WITH SEM","053010000117",1,"ST885  624","ST881  616","ST8843562334","5","5","5","5","5","5","5","5","5","5","5","5"
"South West","AVON","CONF WITH BFIELD STR-CONF WITH CHALFD BK","053010000118",0.3,"ST889  624","ST885  624","ST8843562334","5","5","5","5","5","5","5","5","5","5","5","5"
"South West","AVON","CONF WITH SOUTH BK-CONF WITH BFIELD STR","053010000119",2.1,"ST897  638","ST889  624","ST8843562334","5","5","5","5","5","5","5","5","5","5","5","5"
"South West","AVON","CONF WITH BYDEMILL BK-CONF WITH FOREST B","053010000120B",4.9,"ST920  688","ST907  659","ST9220468116","5","5","5","5","5","4","4","5","5","5","5","5"
"South West","AVON","SCOTLAND ROAD-CONF WITH SOUTH BK","053010000120C",1.2,"ST905  645","ST897  638","ST9002063850",,"5","5","5","5","4","5","5","5","5","5","4"
"South West","AVON","CONF WITH FOREST BK-SCOTLAND ROAD","053010000120D",1.5,"ST907  659","ST905  645","ST9058364544","5","5","5","5","5","4","4","5","5","5","5","4"
"South West","AVON","BLACKWELL HAMS-CONF WITH BYDEMILL BK","053010000121A",5.6,"ST917  714","ST920  688","ST9243670348","5","5","5","5","5","4","5","5","5","5","5","4"
"South West","AVON","CONF WITH MARDEN-BLACKWELL HAMS","053010000121B",5,"ST937  741","ST917  714","ST9188573211","5","5","5","5","5","4","5","5","5","5","5","5"
"South West","AVON","CONF WITH BRINK BK-CONF WITH SUTTON B BK","053010000122",6.3,"ST974  830","ST955  790","ST9792882366","5","5","5","5","5","4","5","5","5","5","5","5"
"South West","AVON","MALFORD-CONF WITH MARDEN","053010000123A",6.8,"ST958  787","ST937  741","ST9591978420",,"5","5","5","5","4","5","5","5","5","5","5"
"South West","AVON","CONF WITH SUTTON BENGER BK-MALFORD","053010000123B",0.4,"ST955  790","ST958  787","ST9575078700",,"5","5","5","5","4","5","5","5","5","5","5"
"South West","AVON","CONF WITH RODBNE BK-CONF WITH BRINK BK","053010000124",1.8,"ST960  830","ST974  830","ST9651183193","5","5","5","5","5","4","5","5","5","5","5","5"
"South West","AVON","CONF WITH GAUZE BK-CONF WITH RODBNE BK","053010000125",3.3,"ST946  848","ST960  830","ST9651183193","5","5","5","5","5","4","5","5","5","5","5","5"
"South West","AVON","CONF WITH CHARLTN STR-CONF WITH GAUZE BK","053010000126",2.3,"ST945  866","ST946  848","ST9432886298","5","5","5","5","5","5","5","5","5","5","5","5"
"South West","FLOATING HARBOUR","CONF WITH BRISTOL FROME-CONF WITH AVON","053010000301",2.1,"ST586  724","ST565  727","ST5720672139","5","4","4","4","4","4","4","5","5","5","5","4"
"South West","SISTON BK","CADBURY HEATH-CONF WITH AVON","053010000601A",1.9,"ST668  718","ST661  699","ST6650670514","3","3","3","3","3","3","3","3","3","3","3","3"
"South West","CONYGRE BK","U/S CASTLE FM-CONF WITH NEWTON BK","053010001501A",3.4,"ST669  610","ST698  616","ST6959861504","6","6","5","5","5","5","5","5","5","5","5","5"
"South West","CONYGRE BK","FARMBOROUGH-U/S CASTLE FM","053010001501B",0.8,"ST664  608","ST669  610","ST6959861504",,"4","4","4","4","4","4","5","5","5","5","5"
"South West","ST CATHERINES BK","NORTHEND-CONF WITH AVON","053010001601A",1.2,"ST781  684","ST779  673","ST7805667387","3","4","4","4","4","4","3","3","3","3","3","3"
"South West","ST CATHERINES BK","SOURCE-NORTHEND","053010001601B",7.1,"ST766  730","ST781  684","ST7805667387","3","4","4","4","4","4","3","3","3","3","3","3"
"South West","SOM FROME","WOODSIDE-CONF WITH AVON","053010002601A",1.2,"ST787  594","ST795  600","ST7910059950","4","4","4","4","4","4","4","4","4","4","4","4"
"South West","SOM FROME","POMPEROY FM-WOODSIDE","053010002601B",5.2,"ST805  568","ST787  594","ST7910059950","4","4","4","4","4","4","4","4","4","4","4","4"
"South West","GAUZE BK","CORSTON-CONF WITH AVON","053010005201A",2.6,"ST923  841","ST946  848","ST9380784040","5","5","5","4","4","4","5","5","6","5","5","4"
"South West","GAUZE BK","BRADFIELD FM-CORSTON","053010005201B",2.1,"ST897  829","ST923  841","ST9380784040","5","5","5","4","4","4","5","5","6","5","5","4"
"South West","CHARLTON STR","CHARLTON-LEA","053010005301B",2.2,"ST962  887","ST953  871","ST9581187823","5","5","5","5","5","5","5","5","5","5","5","4"
"South West","LAM BK","LR SWAINSWICK-CONF WITH AVON","053010005901A",1.2,"ST761  671","ST765  663","ST7629366508","4","4","4","4","4","4","4","3","3","3","4","3"
"South West","LAM BK","LANGRIDGE-LR SWAINSWICK","053010005901B",3.1,"ST744  695","ST761  671","ST7629366508","4","4","4","4","4","4","4","3","3","3","4","3"
"South West","BRISTOL FROME","CONF WITH BRADLEY BK-BROOMHILL","053020000302B",4.2,"ST646  789","ST629  766","ST6406377260","3","3","3","3","3","3","3","3","3","3","3","3"
"South West","BRISTOL FROME","CONF WITH LADDON BK-CONF WITH BRADLEY BK","053020000303",6.2,"ST665  829","ST646  789","ST6676682085",,"3","4","3","3","3","3","3","4","4","3","3"
"South West","BRADLEY BK","WINTERBOURNE-CONF WITH BRISTOL AVON","053020000401A",3.1,"ST639  805","ST646  789","ST6453079522","4","4","3","3","3","3","3","3","3","3","3","3"
"South West","BRADLEY BK","STOKE GIFFORD-WINTERBOURNE","053020000401B",2.5,"ST627  815","ST639  805","ST6453079522","4","4","3","3","3","3","3","3","3","3","3","3"
"South West","LADDON BK","SHEEPHOUSE FM-CONF WITH BRISTOL FROME","053020000501A",2,"ST670  843","ST665  829","ST6655582861","4","4","3","3","3","3","4","4","4","4","4","3"
"South West","LADDON BK","BAGSTONE-SHEEPHOUSE FM","053020000501B",7,"ST692  875","ST670  843","ST6655582861","4","4","3","3","3","3","4","4","4","4","4","3"
"South West","LADDON BK","SODBURY COMMON-BAGSTONE","053020000501C",8.3,"ST733  839","ST692  875","ST7199684728",,"2","2","2","2","3","3","3","3","3","2","2"
"South West","BOYD","GOLDEN VALLEY-CONF WITH AVON","053030001101A",2.4,"ST681  698","ST681  688","ST6800569729","4","4","4","4","4","4","4","4","4","4","4","4"
"South West","BOYD","THE GREEN-GOLD VALLEY","053030001101B",1.3,"ST692  718","ST681  698","ST6800569729","4","4","4","4","4","4","4","4","4","4","4","4"
"South West","FELTHAM BK","PUCKLECHURCH-CONF WITH BOYD","053030001201A",2,"ST713  758","ST714  739","ST7121374059","4","4","5","4","4","5","5","5","5","5","4","4"
"South West","FELTHAM BK","ST ALDAMS ASH FM-PUCKLECHURCH","053030001201B",1.9,"ST704  774","ST713  758","ST7121374059","4","4","5","4","4","5","5","5","5","5","4","4"
"South West","BY BK","BOX MILL-BOX BR","053040001701B",3.9,"ST824  688","ST802  677","ST8140968800","5","5","5","5","5","5","5","5","5","5","5","5"
"South West","BY BK","D/S LID BK-BOX MILL","053040001701C",1.8,"ST832  697","ST824  688","ST8140968800","5","5","5","5","5","5","5","5","5","5","5","5"
"South West","BY BK","LONG DEAN-CONF WITH DONCOMBE BK","053040001702A",1.7,"ST850  757","ST839  747","ST8506475614",,"5","5","5","5","5","5","5","5","5","5","5"
"South West","BY BK","RACK HILL-LONG DEAN","053040001702B",1,"ST843  760","ST850  757","ST8506475614",,"5","5","5","5","5","5","5","5","5","5","5"
"South West","BROADMEAD BK","NETTLETON SHRUB-CONF WITH BY BK","053040001704A",2.1,"ST821  769","ST836  777","ST8230076900","6","6","6","6","5","5","5","6","6","6","6","6"
"South West","BROADMEAD BK","WEST KINGTON-NETTLEBRIDGE SHRUB","053040001704B",2.3,"ST802  768","ST821  769","ST8230076900","6","6","6","6","5","5","5","6","6","6","6","6"
"South West","DONCOMBE BK","D/S MARSHFD STW-CONF WITH BY BK","053040001801A",4.7,"ST799  730","ST839  747","ST8387074767","5","5","5","5","5","5","4","4","4","4","4","4"
"South West","SHERSTON AVON","TWATLEY-CONF WITH TETBURY AVON","053050000128A",5.8,"ST899  868","ST937  870","ST9281587254","5","5","6","5","5","5","5","5","5","5","5","5"
"South West","LUCKINGTON BK","LUCKINGTON COURT-CONF WITH SHERSTON AVON","053050005502",2.5,"ST839  840","ST851  856","ST8402384542",,"4","4","4","4","4","4","4","4","5","5","4"
"South West","TETBURY AVON","FOSSEWAY-CONF WITH SHERSTON AVON","053060005401A",6.7,"ST911  901","ST937  870","ST9219188211","5","6","6","6","5","5","5","5","5","5","5","5"
"South West","TETBURY AVON","SLADS FM-FOSSEWAY","053060005401B",5.3,"ST893  928","ST911  901","ST8970792002","6","6","6","6","6","6","6","6","6","6","6","6"
"South West","TETBURY AVON","SOURCE-SLADS FM","053060005401C",2,"ST904  940","ST893  928","ST8933592817","6","6","6","6","6","6","6","6","6","6","6","6"
"South West","MARDEN","HAZELAND-CONF WITH AVON","053080004801A",4.7,"ST971  724","ST937  741","ST9561972811","4","5","5","4","4","5","5","5","5","5","5","5"
"South West","MARDEN","CONF WITH COWAGE BK-HAZELAND","053080004801B",1.3,"ST975  718","ST971  724","ST9561972811","4","5","5","4","4","5","5","5","5","5","5","5"
"South West","MARDEN","BLACKLAND-CONF WITH RIVERS BK","053080004802B",1.6,"SU016  692","SU007  703","SU0063269794","3","4","4","4","4","4","4","4","4","4","4","4"
"South West","COWAGE BK","BREMHILL HO-CONF WITH MARDEN","053080004901A",4.2,"SU002  746","ST975  718","ST9879773621",,"5","5","5","5","6","6","6","6","5","5","5"
"South West","COWAGE BK","CONF WITH STRINGS W/C-BREMHILL HO","053080004901B",4.8,"SU030  770","SU002  746","SU0197776113","5","5","5","5","5","6","6","6","6","6","5","5"
"South West","SEMINGTON BK","U/S WHADDON GR FM-CONF WITH AVON","053090003701A",0.8,"ST888  613","ST881  616","ST8988860838","4","5","4","4","4","4","4","4","5","5","4","4"
"South West","SEMINGTON BK","U/S SEMINGTON-U/S WHADDON GR FM","053090003701B",2,"ST904  607","ST888  613","ST8988860838","4","5","4","4","4","4","4","4","5","5","4","4"
"South West","SEMINGTON BK","CONF WITH WORTON STR-CONF WITH BULK W/C","053090003703B",4,"ST971  572","ST939  581","ST9439358053","4","4","4","4","5","5","5","5","5","4","4","4"
"South West","SUMMERHAM BK","CONF WITH POULSHOT STR-CONF WITH SEM BK","053090003801",1.6,"ST948  596","ST933  592","ST9457359503","5","5","5","4","5","5","5","5","6","5","5","4"
"South West","SUMMERHAM BK","TURNERS FM-CONF WITH POULSHOT STR","053090003802A",2.2,"ST958  615","ST948  596","ST9457359503","4","4","4","4","4","4","5","5","6","5","5","4"
"South West","SUMMERHAM BK","SMITHWICK FM-TURNERS FM","053090003802B",1.4,"ST965  625","ST958  615","ST9457359503","4","4","4","4","4","4","5","5","6","5","5","4"
"South West","BULKINGTON DROVE W/C","MARSTON-CONF WITH SEM BK","053090004101",3.9,"ST966  567","ST939  581","ST9429357778","3","3","3","3","4","4","4","4","4","4","3","3"
"South West","WORTON STR","CADLEY FM-CONF WITH SEM BK","053090004201A",3.1,"ST999  572","ST971  572","ST9826957248","4","5","4","4","4","5","5","5","4","4","4","4"
"South West","MILEBOURNE STR","HURST FMS-CONF WITH SEM BK","053090005801",2.1,"ST932  568","ST935  586","ST9323358121","4","4","4","4","4","4","4","4","4","4","4","4"
"South West","BISS","CONF WITH BITHAM BK-CONF WITH LAM BK","053100003401C",5.9,"ST861  546","ST848  581","ST8658555073","4","4","4","4","4","4","4","4","4","4","4","4"
"South West","BISS BK","PENKNAP-WESTBURY TRADING ESTATE","053100003403",5.2,"ST860  495","ST850  530","ST8568150890",,"4","4","4","4","3","3","3","3","3","3","3"
"South West","SOM FROME","CONF WITH RODDEN BK-INNOX HILL","053110002602B",2.8,"ST787  476","ST772  491","ST7866047808","3","3","3","3","4","4","4","4","4","4","3","3"
"South West","SOM FROME","D/S BLATCHBRIDGE-CONF WITH RODDEN BK","053110002603A",2.5,"ST783  462","ST787  476","ST7866047808","3","3","3","3","4","4","4","4","4","4","3","3"
"South West","SOM FROME","TYTHERINGTON-D/S BLATCHBRIDGE","053110002603B",1.5,"ST773  453","ST783  462","ST7866047808","3","3","3","3","4","4","4","4","4","4","3","3"
"South West","SOM FROME","CONF WITH MAIDEN BRADLEY BK-TYTHERINGTON","053110002603C",0.8,"ST776  447","ST773  453","ST7752044418","3","3","3","3","3","3","4","3","4","3","3","3"
"South West","SOM FROME","TUMULUS-CONF WITH MAIDEN BRADLEY BK","053110002604A",1.7,"ST771  436","ST776  447","ST7752044418","3","3","3","3","3","3","4","3","4","3","3","3"
"South West","SOM FROME","WITHAM HALL FM-TUMULUS","053110002604B",2.5,"ST759  421","ST771  436","ST7752044418","3","3","3","3","3","3","4","3","4","3","3","3"
"South West","RODDEN BK","CONF WITH REDFORD WTR-CONF WITH FROME","053110003101",1.8,"ST802  477","ST787  476","ST7920247472","3","4","4","4","4","4","4","4","4","4","4","4"
"South West","MELLS","U/S BROOKOVER FM-CONF WITH FROME","053120002701",1.7,"ST763  498","ST776  498","ST7741249814","4","4","4","4","4","4","4","4","4","4","4","4"
"South West","MELLS","CONF WITH NUNNEY BK-U/S BROOKOVER FM","053120002702",1.1,"ST756  491","ST763  498","ST7741249814","4","4","4","4","4","4","4","4","4","4","4","4"
"South West","MELLS","CONF WITH WHATLEY BK-CONF WITH NUNNEY BK","053120002703",1.3,"ST748  491","ST756  491","ST7741249814","4","4","4","4","4","4","4","4","4","4","4","4"
"South West","MELLS","MELLS-CONF WITH WHATLEY BK","053120002704",2,"ST733  490","ST748  491","ST7741249814",,"4","4","4","4","4","4","4","4","4","4","4"
"South West","MELLS","CONF WITH LEIGH-O-M W/C-MELLS","053120002705",1.2,"ST722  489","ST733  490","ST7741249814",,"4","4","4","4","4","4","4","4","4","4","4"
"South West","NUNNEY BK","SOUTHFIELD HO-CONF WITH MELLS BK","053120002801A",3.8,"ST736  465","ST756  491","ST7568048518","5","5","5","4","4","4","5","5","5","5","5","4"
"South West","WHATLEY BK","WHATLEY BTM-CONF WITH MELLS","053120002901A",2,"ST735  480","ST748  491","ST7432848451","4","4","4","4","4","4","4","4","4","4","4","4"
"South West","MIDFORD BK","CONF WITH WELLOW BK-CONF WITH AVON","053130001901",3.2,"ST762  607","ST784  621","ST7616060712","5","5","5","5","5","5","5","5","5","5","5","5"
"South West","CAM BK","COMBE-CONF WITH MIDFORD BK","053130001902A",3.2,"ST737  599","ST762  607","ST7612060567","4","4","4","4","4","4","4","4","4","4","4","4"
"South West","WELLOW BK","CONF WITH LYDE BK-CONF WITH MIDFOFD BK","053130002001",3.5,"ST750  582","ST762  607","ST7508958205",,"6","6","6","5","6","6","6","6","6","6","6"
"South West","WELLOW BK","WELLOW-CONF WITH LYDE BK","053130002002A",0.8,"ST745  582","ST750  582","ST7508958205",,"6","6","6","5","6","6","6","6","6","6","6"
"South West","SNAILS BK","STRATTON O T FOSSE-CONF WITH WESTFLD STR","053130002301B",2.9,"ST669  514","ST682  535","ST6812552311","4","5","5","5","5","4","5","5","5","5","5","4"
