"REGION","RNAME","SNAME","KEY","LENGTH","UPNGR","DOWNNGR","CHEMNGR","P_GQA_90","P_GQA_95","P_GQA_00","P_GQA_01","P_GQA_02","P_GQA_03","P_GQA_04","P_GQA_05","P_GQA_06","P_GQA_07","P_GQA_08","P_GQA_09"
"Wales","CYCH","Conf.A.Pedran - Conf.A.Mamog and Barddu","062010000703",1.4,"SN289  357","SN276  359","SN2508540050",,"1","2","2","2","2","2","2","2","1","2","2"
"Wales","DULAS","Conf.R.Cych - Outlet Lake Ffynnonau","062010000801",2,"SN240  380","SN254  387","SN2508540050",,"1","2","2","2","2","2","2","2","1","2","2"
"Wales","HIRWAUN","Conf.R.Teifi - Pontrhyd Ddwfn","062010000901",4,"SN263  458","SN258  423","SN2178543599",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","CERI","Conf. Teifi - Conf.Nant Medeni","062010001001",5.9,"SN317  446","SN295  419","SN2956041997",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","CERI","Conf.Nant Medeni-U/S Troedyraur Fish Fm.","062010001002",1.2,"SN321  455","SN317  446","SN2956041997",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","CERI","U/S Troedyraur Fish Fm. - Conf.Nant Coll","062010001002A",4,"SN341  472","SN321  455","SN2956041997",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","CYNLLO","Conf.R.Teifi - Aberbanc","062010001501",1.5,"SN354  419","SN347  409","SN2683141537",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","BARGOD","Conf.Teifi - Conf.Nant Esgair","062010001701",3.2,"SN355  384","SN348  405","SN2683141537",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","SIEDI","Conf.Teifi - Conf.Nant Einon","062010001801",2.2,"SN391  374","SN387  392","SN3910338563",,"1","1","1","1","1","1","1","3","2","2","1"
"Wales","TYWELI","Conf.Teifi - Conf.Pen Y Graig","062010002101",3.8,"SN437  383","SN412  402","SN4117240112",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","TYWELI","Conf.Pen Y Graig - Pencader STW","062010002102B",2.1,"SN445  365","SN437  383","SN4117240112",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","TYWELI","Pencader STW - Nant Gwen","062010002103",0.7,"SN443  359","SN445  365","SN4117240112",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","TALOG","Conf.Tyweli - Llethr-Neuadd","062010002301",2.9,"SN466  379","SN445  363","SN4117240112",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","CERDIN","Conf.R.Teifi - Conf.Nant Cefel","062010002401",3.9,"SN409  441","SN422  415","SN3558340073",,"1","2","1","1","2","2","2","2","2","2","1"
"Wales","CLETTWR","Conf. Afon Teifi - Conf.Einon","062010002501A",2.6,"SN451  427","SN445  404","SN4452240711",,"1","2","2","2","2","2","2","2","2","2","2"
"Wales","CLETTWR","Conf.Nant Einon - Conf.Clettwr Fach","062010002502",4.1,"SN438  461","SN451  427","SN4452240711",,"1","2","2","2","2","2","2","2","2","2","2"
"Wales","CLETTWR FAWR","Conf.Clettwr Fach-Conf.B W Drain","062010002503",6,"SN422  498","SN438  461","SN4452240711",,"1","2","2","2","2","2","2","2","2","2","2"
"Wales","CLEDLYN","Conf.R.Teifi @ Rhudllan - Drefach","062010002801",4,"SN500  463","SN493  430","SN4721041283",,"1","2","2","1","2","1","2","2","2","2","2"
"Wales","DUAR","Conf.R.Teifi - Ty-Mawr","062010002901",3.3,"SN545  428","SN525  446","SN5197044120",,"1","1","2","1","1","1","1","1","2","2","2"
"Wales","GRANNELL","Conf.R.Teifi - Conf. Nant Bran","062010003001",7.1,"SN516  511","SN536  462","SN5353846936",,"1","1","1","1","2","2","1","2","2","2","1"
"Wales","DULAS","Conf.Teifi Conf. Afon Denys","062010003301",3.5,"SN587  505","SN581  476","SN5807847828",,"2","1","1","1","2","2","2","2","2","2","2"
"Wales","DULAS","Conf.Afon Denys-Conf.Nant Dyfel","062010003302",1.7,"SN596  514","SN587  505","SN5966651449",,"1","2","2","2","2","2","2","2","2","2","2"
"Wales","CLYWEDOG","Conf.Teifi - Conf.Nant Clywedog Isaf","062010003501",1.5,"SN636  509","SN621  513","SN6219551255",,"1","1","1","1","1","1","1","1","2","2","1"
"Wales","BREFI","Conf.R.Teifi - Conf. Rhysgog","062010003601",4.1,"SN675  548","SN641  548","SN5809947609",,"1","1","1","1","1","1","1","1","2","2","1"
"Wales","BRENNIG","Conf. Teifi - Conf. Afon Berwyn","062010003701",2.8,"SN692  599","SN673  589","SN6797459724",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","GROES","Conf.A.Berwyn-Conf.Afon Groes Fach","062010003702",2.8,"SN713  608","SN692  599","SN6797459724",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","BERWYN","Conf.Groes - Conf.Ddu","062010003801",1.9,"SN707  592","SN692  599","SN6797459724",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","CAMDDWR","Conf. Teifi-Tyndolau","062010003901A",6.1,"SN655  667","SN677  623","SN5809947609",,"1","1","1","1","1","1","1","1","2","2","1"
"Wales","FFLUR","Conf.R.Teifi - Conf.Gorffen","062010004001",2,"SN717  647","SN699  646","SN5809947609",,"1","1","1","1","1","1","1","1","2","2","1"
"Wales","MEURIG","Conf.R.Teifi - Conf.Nant Cwmgwyddil","062010004101",2.6,"SN728  685","SN718  668","SN7181567499",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","GLASFFRWD","Conf.R.Teifi - Conf.Crugnant","062010004501",2.5,"SN756  644","SN739  661","SN7281666706",,"1","1","1","1","1","1","1","2","2","2","1"
"Wales","MWYRO","Conf.Teifi - Conf.Egnant","062010004601",1.1,"SN767  656","SN758  661","SN7490065900",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","AERON","Tidal limit-Conf.Afon Mydyr","063120000101",3.1,"SN475  604","SN458  628","SN4577562605","2","2","2","2","2","2","2","2","2","4","4","4"
"Wales","AERON","Conf.Afon Mydyr - Tyglyn","063120000102",3.2,"SN498  598","SN475  604","SN4577562605",,"2","2","2","2","2","2","2","2","4","4","4"
"Wales","AERON","Ty Glyn - Conf.Afon Llan Llyr","063120000103",4.7,"SN531  572","SN498  598","SN5071059092",,"1","1","2","2","2","2","2","2","2","2","2"
"Wales","AERON","Conf.Afon Llan Llyr-Conf.Nant Gwenffrwd","063120000104",9.4,"SN599  581","SN531  572","SN5442956197",,"1","1","1","2","2","2","2","2","2","2","1"
"Wales","AERON","Conf.Nant Gwenffrwd-Conf.A.Towelon","063120000105",7.2,"SN635  622","SN599  581","SN5442956197",,"1","1","1","2","2","2","2","2","2","2","1"
"Wales","AERON","Conf.A.Towelon - Conf.Aeron Fechan","063120000106",2,"SN630  636","SN635  622","SN6327663471",,"2","1","1","1","2","2","2","2","2","2","1"
"Wales","MYDYR","Conf.Aeron @ Ciliau - A.Feinog","063120000201",5.4,"SN466  566","SN475  604","SN4778859695",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","MYDYR","A.Feinog - Nant Sidyll","063120000202",2,"SN458  551","SN466  566","SN4583055400",,"2","1","1","2","2","2","2","2","2","2","2"
"Wales","ARTH","Aberarth - Conf.Afon Bran","063130000101",7.2,"SN533  631","SN479  639","SN4791463871",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","WYRE","Tidal Limit - Conf.Wyre Fach","063160000101",2.1,"SN543  698","SN528  698","SN5276769705",,"3","2","3","3","3","3","3","3","3","2","2"
"Wales","WYRE","Conf.Wyre Fach - Conf.Afon Beidog","063160000103",6.4,"SN599  706","SN543  698","SN5276769705",,"3","2","3","3","3","3","3","3","3","2","2"
"Wales","RHEIDOL","Penybont Br.Llanbadarn - Glan Yr Afon","063170000102A",2.4,"SN614  805","SN594  804","SN5944080327","1","2","2","2","2","3","3","3","3","3","3","2"
"Wales","RHEIDOL","Glan Yr Afon - Conf.Afon Melindwr","063170000102B",3.9,"SN647  803","SN614  805","SN6123480484","1","1","1","1","1","1","1","1","1","1","1","1"
"Wales","RHEIDOL","Conf.Afon Melindwr-Nant yr Aber","063170000103",6.9,"SN687  792","SN647  803","SN6803979196","1","1","1","1","1","1","1","1","1","1","1","1"
"Wales","RHEIDOL","Nant yr Aber - D/S Rheidol Falls","063170000103A",3,"SN709  788","SN687  792","SN6803979196","1","1","1","1","1","1","1","1","1","1","1","1"
"Wales","RHEIDOL","D/S Rheidol Falls - Conf.Nant Bwa Drain","063170000103B",0.4,"SN713  786","SN709  788","SN6803979196","1","1","1","1","1","1","1","1","1","1","1","1"
"Wales","RHEIDOL","Nant Bwa Drain - Cwm Rheidol Mine","063170000104A",2,"SN730  781","SN713  786","SN7272578178","1","1","1","1","1","1","1","1","1","1","1","1"
"Wales","RHEIDOL","Cwm Rheidol Mine - Afon Mynach","063170000104B",1.7,"SN742  773","SN730  781","SN7272578178",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","RHEIDOL","Afon Mynach - Dinas Reservoir Outlet","063170000105",6.5,"SN747  822","SN742  773","SN7483680879","1","1","1","1","1","1","1","1","1","1","1","1"
"Wales","RHEIDOL","Dinas Res.Outlet - Dinas Power Stn.","063170000109",1,"SN747  831","SN747  822","SN7454282133",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","RHEIDOL","Dinas Power Stn. - Nant Y Moch Dam","063170000110",4.4,"SN754  862","SN747  831","SN7454282133",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","NANT Y MOCH RES.","Nant y Moch Dam - Hengwm Inlet to Res.","063170000111",2.4,"SN774  885","SN754  862","SN7454282133",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","HENGWM","Inlet to Reservoir - Afon Hyddgen","063170000112",1.6,"SN781  893","SN774  885","SN7799588911",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","HENGWM","Afon Hyddgen - Hengwm Annedd","063170000113",1.8,"SN798  893","SN781  893","SN7799588911",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","NANT Y CAGL","Inlet Nant y Moch Res.-Conf.Bryngwn Mine","063170000114",0.6,"SN738  892","SN738  885","SN7382088743",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","YSTWYTH","Tidal Limit - Conf.Nant Adail","063170000201",9.6,"SN624  755","SN580  800","SN5887178796","2","1","1","1","1","1","1","1","2","1","1","1"
"Wales","YSTWYTH","Conf.Nant Adail-Conf.Magwr","063170000203",3.1,"SN659  740","SN624  755","SN5887178796",,"1","1","1","1","1","1","1","2","1","1","1"
"Wales","YSTWYTH","Conf.Magwr - Grorwinion Foot Br.","063170000205",9,"SN715  720","SN659  740","SN6869471388","1","1","1","1","1","1","1","1","1","1","1","1"
"Wales","YSTWYTH","Grogwinion Foot Br. - Conf.Cell","063170000205A",2.9,"SN739  727","SN715  720","SN7152072020","1","1","1","1","1","1","1","1","1","1","1","1"
"Wales","YSTWYTH","Conf.Cell - Conf.Peiran","063170000208",3.5,"SN769  733","SN739  727","SN7152072020",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","YSTWYTH","Conf.Peiran - Cwm Ystwyth Mine","063170000209A",4.2,"SN803  745","SN769  733","SN7888573756","1","1","1","1","1","1","1","1","1","1","1","1"
"Wales","YSTWYTH","Cwm Ystwyth Mine Conf.Troedyrhiw","063170000209B",2.8,"SN827  755","SN803  745","SN7888573756","1","1","1","1","1","1","1","1","1","1","1","1"
"Wales","YSTWYTH","Conf.Troedyrhiw - Conf.Dilw","063170000210",2.1,"SN846  757","SN827  755","SN8273375466",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","MAGWR","Conf.R.Ystwyth-Conf.Nant Cwmnewyddion","063170000601",2.1,"SN677  745","SN659  740","SN6652673870",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","DILW","Conf.Ystwyth - Conf.Dilw Fechan","063170000701",1.7,"SN843  774","SN846  757","SN8460075700",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","MELINDWR","Conf.Rheidol D/S Capel Bangor-Ty'nYFford","063170001401",2.5,"SN670  804","SN647  803","SN6566280060",,"1","1","1","1","1","1","1","2","1","1","1"
"Wales","MYNACH","Conf.Afon Rheidol - Conf.Rhyddnant","063170001601",4,"SN769  777","SN742  773","SN7430076800","2","1","1","1","1","1","1","1","2","1","2","1"
"Wales","MYHERIN","Conf.Rhyddnant - Conf.Nant Creiau","063170001602",3,"SN787  794","SN769  777","SN7707778230",,"1","1","1","1","2","2","2","1","1","1","1"
"Wales","RHYDDNANT","Conf.Myherin - Banc-yr-adarn","063170001701",1.6,"SN784  779","SN769  777","SN7736577592",,"1","1","1","1","2","1","2","1","1","1","1"
"Wales","CASTELL","Conf.Afon Rheidol - Dinas Diversion","063170002001",2.2,"SN767  812","SN749  808","SN7499480846",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","LLECHWEDD MAWR","Conf.Afon Rheidol - Lluestgota","063170002401",3.5,"SN753  905","SN768  888","SN7533890528",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","CLARACH","Ft.Br. by Sea - Llangorwen","063180000101",1.9,"SN603  838","SN587  840","SN5870484012","4","4","2","2","1","2","2","2","2","2","2","2"
"Wales","CLARACH","Llangorwen - Bow Street Bk.","063180000102",0.7,"SN610  839","SN603  838","SN6030283769","4","4","1","1","1","1","2","2","2","2","1","1"
"Wales","CLARACH","Bow Street Bk. - Peithyll","063180000103",1,"SN620  837","SN610  839","SN6186983814","4","2","1","1","1","1","1","2","2","2","1","1"
"Wales","CLARACH","Peithyll - Conf.Stewi","063180000104",1.7,"SN636  838","SN620  837","SN6324383747","1","1","1","1","1","1","1","1","1","1","1","1"
"Wales","STEWI","Conf.Silo - Broginin","063180000105",3,"SN663  847","SN636  838","SN6324383747",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","SILO","Conf.Stewi - Conf.Erfin","063180000106",4.4,"SN678  836","SN636  838","SN6422983963",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","BOW STREET BROOK","Conf.Clarach - Bow St. STW","063180000201",1,"SN619  843","SN610  839","SN6172784210",,"5","2","2","1","2","2","2","2","2","2","1"
"Wales","BOW STREET BROOK","Bow St STW - Rhydypennau","063180000202",2,"SN626  858","SN619  843","SN6211084509","1","2","2","2","1","1","1","2","2","2","2","1"
"Wales","DYFI","HWMOT Nr.Derwenlas-Machynlleth STW","064010000105",5.3,"SH739  012","SN709  995","SH7270000190","2","1","1","1","1","1","1","1","1","1","1","1"
"Wales","DYFI","Machynlleth STW - Conf.R.Dulas","064010000106A",1.9,"SH753  018","SH739  012","SH7440001930","2","1","1","1","1","1","1","1","1","1","1","1"
"Wales","DYFI","Conf.R.Dulas (N)-Conf.Nant Gwydol","064010000107",5,"SH791  030","SH753  018","SH7440001930","2","1","1","1","1","1","1","1","1","1","1","1"
"Wales","DYFI","Conf.Nant Gwydol - Conf.R.Twymyn","064010000109",4,"SH822  053","SH791  030","SH8090004200","4","1","1","1","1","1","1","1","1","1","1","1"
"Wales","DYFI","Conf.R.Twymyn - Conf.R.Dugoed","064010000110",10.8,"SH858  126","SH822  053","SH8090004200","4","1","1","1","1","1","1","1","1","1","1","1"
"Wales","DYFI","Conf.R.Dugoed - Blaenpennant","064010000112",12,"SH902  213","SH858  126","SH8090004200","4","1","1","1","1","1","1","1","1","1","1","1"
"Wales","LERI","HWMOT Nr. Tre'r-Borth - Werndeg Fm.","064010000201",8.6,"SN679  884","SN617  898","SN6247088110","2","1","1","1","1","1","1","2","1","2","1","1"
"Wales","CLETTWR","HWMOT Nr.Tre'r Ddol-Blaenclettwr Fm.","064010000301",5,"SN697  918","SN653  930","SN6588092230","3","1","1","1","1","1","1","1","1","2","2","1"
"Wales","LLYFNANT","Conf.Dyfi - Conf.at Glaspwll","064010000401",4.8,"SN739  976","SN696  978","SN7046097850","2","1","1","1","1","1","1","1","2","2","2","1"
"Wales","PENNAL","Conf.Dyfi Nr. Pennal - Pennal Isaf Fm.","064010000501",4.2,"SH717  022","SN704  996","SH6991000400",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","DULAS (NORTH)","Conf.R.Dyfi - Conf.Corris","064010000701A",8.1,"SH757  078","SH753  018","SH7519002430","2","1","1","1","1","1","1","1","1","1","1","1"
"Wales","DULAS (NORTH)","Conf.Corris - Aberllefenni","064010000701B",2.8,"SH772  098","SH757  078","SH7691009240","2","1","1","1","1","1","1","1","1","1","1","1"
"Wales","DULAS (SOUTH)","Conf.R.Dyfi - Aberhosan","064010000801",8.9,"SN804  967","SH757  017","SH7600000830","1","1","1","1","1","1","1","1","1","1","1","1"
"Wales","CREWI","Conf. Dulas (South) - Allt Goch","064010000901",5.2,"SN799  994","SH760  008","SH7686000760","3","1","1","1","1","1","1","1","1","1","1","1"
"Wales","NANT GWYDOL","Conf.Dyfi-Conf. Ffernant","064010001001",4.7,"SH823  008","SH791  030","SH7918002900","2","1","1","1","1","1","1","1","1","1","1","1"
"Wales","TWYMYN","Conf.R.Dyfi - Conf.R.Iaen","064010001101",9.1,"SH891  027","SH822  053","SH8456003050","2","1","1","1","1","1","1","1","2","1","1","1"
"Wales","TWYMYN","Conf.R.Iaen - Pennant Br.","064010001102B",7.4,"SN880  977","SH891  027","SH8864000210","2","1","5","1","1","1","1","1","1","2","1","1"
"Wales","IAEN","Conf.R.Twymyn - Conf.Rhiw Saeson","064010001201",0.6,"SH896  025","SH891  027","SH8984002550","2","1","1","1","1","1","1","2","2","2","1","1"
"Wales","IAEN","Conf.Rhiw Saeson - Railway Br.","064010001202",4,"SH927  009","SH896  025","SH8984002550","2","1","1","1","1","1","1","2","2","2","1","1"
"Wales","RHIWSAESON","Conf.Iaen Llanbrynmair-Plas Rhiwsaeson","064010001301",3,"SH901  051","SH896  025","SH8984002860","2","1","1","1","1","1","1","1","1","1","1","1"
"Wales","ANGELL","Conf.Dyfi @ Aberangell - Hendre-ddu","064010001401",5.5,"SH809  122","SH845  096","SH8458009840","2","1","1","1","1","1","1","1","1","1","1","1"
"Wales","DUGOED","Conf.Dyfi Mallwyd - Conf.Clewedog","064010001501",5.6,"SH904  123","SH858  126","SH8615012690","2","1","1","1","1","1","1","1","1","1","1","1"
"Wales","CERIST","Conf.Dyfi @ Dinas M.-Pentr'r Wern Fm.","064010001601",4.2,"SH827  164","SH861  150","SH8605015100","2","1","1","1","1","1","1","1","1","1","1","1"
"Wales","CYWARCH","Conf.Dyfi Abercywarch - Ty'n-y-maes","064010001701",2.8,"SH857  179","SH868  158","SH8681015780","2","1","1","1","1","1","1","1","1","1","1","1"
"Wales","EINION","HWMOT - Blaeneinion Farm","064010001801",6.2,"SN718  931","SN688  967","SN6850095170",,"1","1","1","1","1","1","1","4","4","4","1"
"Wales","DYSYNNI","HWMOT - Conf.Cadair","064020000101",12.6,"SH657  084","SH596  031","SH6357007070","2","1","1","1","1","1","1","1","1","1","1","1"
"Wales","DYSYNNI","Conf.Cadair - Conf. Gwernol","064020000102B",1.9,"SH675  072","SH657  084","SH6357007070",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","DYSYNNI","Conf. Gwernol - Talyllyn Lk Outlet","064020000102C",6,"SH710  094","SH675  072","SH6357007070",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","DYSYNNI","Talyllyn Lk Outlet - Talyllyn Lk Inlet","064020000103",2,"SH725  103","SH710  094","SH6357007070",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","FATHEW","Conf. Dysynni - Bryncrug STW","064020000201A",1,"SH607  032","SH598  034","SH6038003350",,"1","1","1","1","1","1","2","1","1","1","1"
"Wales","FATHEW","Bryncrug STW - Dolgoch","064020000201B",5.3,"SH647  048","SH607  032","SH6138003090","2","1","1","1","1","1","1","1","1","1","1","1"
"Wales","CADAIR","Conf. Dysynni - Pencoed","064020000301",3.9,"SH680  107","SH657  084","SH6599008580",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","MAWDDACH","Llanelltyd Br.-Conf.Afon Eden","064030000102",6.6,"SH728  247","SH719  193","SH7181019310",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","MAWDDACH","Conf. Afon Eden - Pont Aber Ceirw","064030000105",7.7,"SH768  291","SH728  247","SH7181019310",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","WNION","HWMOT Nr.Llanelltyd - Conf.Arran","064030000201",2.5,"SH730  179","SH716  188","SH7143018220","2","1","1","1","1","1","1","1","1","1","1","1"
"Wales","WNION","Conf.Arran - Conf.Tycerig","064030000202",13.1,"SH825  237","SH730  179","SH7285018020","2","1","1","1","1","1","1","1","1","1","1","1"
"Wales","WEN","Conf.R.Mawddach-Nr.Cae Poeth Fm.","064030000301",4.9,"SH758  261","SH733  225","SH7372022730","2","1","1","1","1","1","1","1","1","1","1","1"
"Wales","GAMLAN","Conf.R.Mawddach - 1.6km U/s Traws't Fm.","064030000401",4,"SH692  250","SH728  243","SH7263024270","2","1","1","1","1","1","1","2","2","2","2","1"
"Wales","EDEN","Conf.Mawddach Aber Eden-Conf.Crawcwellt","064030000501",4.8,"SH711  290","SH728  247","SH7273024840","2","1","1","1","1","1","1","1","1","2","1","1"
"Wales","GAIN","Conf. Mawddach - Pont y Gain","064030000601",7.2,"SH751  328","SH736  274","SH7355027380",,"1","1","1","1","1","1","1","1","2","2","1"
"Wales","ARTRO","HWMOT - Conf.Cwmnantcol","064040000101",2.3,"SH600  273","SH581  276","SH5854026810","3","1","1","1","1","1","1","1","1","1","1","1"
"Wales","ARTRO","Conf.Cwmantcol - Dolwreiddiog","064040000102",5.9,"SH630  313","SH600  273","SH5854026810","3","1","1","1","1","1","1","1","1","1","1","1"
"Wales","NANTCOL","Conf.Artro U/s Llanbedr - Pont Cerrig","064040000201",4.8,"SH634  262","SH600  273","SH6010027180","2","1","1","1","1","1","1","1","1","1","1","1"
"Wales","ELWY","Conf.Afon Melai - Conf. Afon Gallen","066030001005",6.5,"SH878  673","SH908  698","SH9076069250",,"1","1","1","1","1","2","2","2","1",,"1"
"Wales","MEIRCHION","Conf.R.Elwy - Henllan Mill","066030001101",2.2,"SJ019  684","SJ022  703","SJ0217070220","5","4","4","4","4","4","4","4","4","4","4","4"
"Wales","MEIRCHION","Henllan Mill - Pandy","066030001102",0.4,"SJ020  680","SJ019  684","SJ0185068330","5","3","2","3","3","3","3","3","3","3","3","3"
"Wales","ALED","Conf. R.Elwy-Conf. Afon Deunant","066030001301",5.5,"SH956  674","SH954  716","SH9552070450","3","1","1","1","1","1","1","1","1","1","1","1"
"Wales","ALED","Conf. Afon Deunant - Llansannan","066030001302",3,"SH935  658","SH956  674","SH9567067400",,"1","1","1","1","2","1","1","2","2","2","1"
"Wales","ALED","Llansannan - Outlet of Aled Isaf Res.","066030001303",7.2,"SH917  599","SH935  658","SH9152059870",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","AFON BACH","Conf.R.Clwyd - Conf.Trib.Nr.Trem'n","066030001801",0.4,"SJ063  722","SJ061  719","SJ0605071890","5","5","5","5","5","5","5","4","4","4","4","4"
"Wales","WHEELER","Conf. R.Clwyd-Geinas","066030002201",1.4,"SJ094  696","SJ080  694","SJ0812069390","4","3","3","3","2","3","3","2","2","2","2","2"
"Wales","WHEELER","Geinas - Candy Mill","066030002201A",3.2,"SJ111  719","SJ094  696","SJ0812069390","4","3","3","3","2","3","3","2","2","2","2","2"
"Wales","WHEELER","Candy Mill - Conf.unnamed Trib.","066030002202",2.6,"SJ131  714","SJ111  719","SJ0812069390",,"3","3","3","2","3","3","2","2","2","2","2"
"Wales","WHEELER","Conf.unnamed Trib.-Conf.Afon Disgynf","066030002203",1.1,"SJ141  711","SJ131  714","SJ0812069390",,"3","3","3","2","3","3","2","2","2","2","2"
"Wales","YSTRAD","Conf.R.Clwyd - O/f Denbigh STW","066030002701A",1.5,"SJ076  658","SJ091  659","SJ0876065930","5","2","2","2","2","2","2","3","2","2","2","2"
"Wales","YSTRAD","O/f Denbigh STW - Conf.Trib.Nr.Denbigh","066030002701B",2.8,"SJ056  646","SJ076  658","SJ0876065930",,"2","2","2","2","2","2","3","2","2","2","2"
"Wales","CLYWEDOG","Conf.R.Clwyd-Conf.Nant Mawr","066030002901",1.9,"SJ092  637","SJ089  651","SJ0892064940",,"1","2","2","2","2","2","2","2","2","2","1"
"Wales","CLYWEDOG","Conf.Nant Mawr - Conf.Melindwr","066030002902",6,"SJ085  578","SJ092  637","SJ0892064940",,"1","2","2","2","2","2","2","2","2","2","1"
"Wales","CLYWEDOG","Conf.Melindwr - Conf.Concwest","066030002903",4.7,"SJ044  582","SJ085  578","SJ0452058170",,"1","1","1","1","2","2","2","1","1","1","1"
"Wales","LLANDYRNOG DRAIN","Conf.R.Clwyd Llandyr'g - Conf.Nant Simon","066030003201",0.7,"SJ103  647","SJ098  644","SJ0980064400","4","3","3","4","3","4","3","3","3","3","3","3"
"Wales","DWR IAL","Conf.R.Clwyd-Conf.Trib.Llanbedr Dyff.Cl.","066030003501",3.9,"SJ140  586","SJ120  607","SJ1201060750","5","4","4","4","4","4","4","4","4","3","4","3"
"Wales","HESBIN","Conf.R.Clwyd - Conf.Nant Y Garth","066030003701",3.1,"SJ135  526","SJ127  553","SJ1287054960","2","2","2","2","2","2","1","2","1","1","1","1"
"Wales","DEE","Trib. at SJ 408 586 - Conf. R. Alyn","067010000119B",5.8,"SJ399  561","SJ408  586","SJ4180060100","5","4","4","4","4","4","4","4","4","4","4","3"
"Wales","DEE","Conf. R. Alyn - Bend u/s A534","067010000121Aa",3.7,"SJ41075333","SJ399  561","SJ4117054370",,,,,,,,"4",,"4","3","3"
"Wales","DEE","Bend u/s A534 - NGR SJ422505 (footpath","067010000121Ab",6.7,"SJ422  505","SJ41075333","SJ4117054370",,,,,,,,"4",,"4","3","3"
"Wales","DEE","NGR SJ 421 501 (nr. 2 cottages) - Worthe","067010000121C",1.4,"SJ423  494","SJ421  501","SJ4117054370","5","4","4","4","4","3","3","4","4","4","3","3"
"Wales","DEE","Worthenbury Bk - Conf. R. Clewedog","067010000121D",5.3,"SJ409  473","SJ423  494","SJ4117054370","5","4","4","4","4","3","3","4","4","4","3","3"
"Wales","DEE","Conf. R. Clwedog - Conf.Overton Drain","067010000124",16.8,"SJ365  421","SJ409  473","SJ3880045420",,"2","1","2","2","2","2","2","2","2","2","1"
"Wales","DEE","Conf.Overton Drain- Conf. Shellbrook","067010000125",2.2,"SJ350  411","SJ365  421","SJ3542042700","2","2","1","2","2","2","2","2","2","2","2","1"
"Wales","DEE","Conf. Shellbrook - Conf. R. Ceiriog","067010000126A",5,"SJ318  395","SJ350  411","SJ3542042700","2","2","1","2","2","2","2","2","2","2","2","1"
"Wales","DEE","Conf. R. Ceiriog - Bradley Bk","067010000126B",2.4,"SJ295  408","SJ318  395","SJ3542042700","2","2","1","2","2","2","2","2","2","2","2","1"
"Wales","DEE","Conf.Bradley Bk.-Conf.Trefynant Bk.","067010000130",5.2,"SJ273  419","SJ295  408","SJ2873041800","2","2","1","2","1","2","2","2","2","2","1","1"
"Wales","DEE","Conf.Trefynant Bk.- Conf. Cyflymen Bk.","067010000131",7.2,"SJ218  419","SJ273  419","SJ2873041800","2","2","1","2","1","2","2","2","2","2","1","1"
"Wales","DEE","Conf.Cyflymen Bk.-  Conf.Eglwyseg","067010000132",2.7,"SJ205  436","SJ218  419","SJ2873041800","2","2","1","2","1","2","2","2","2","2","1","1"
"Wales","DEE","Conf.Eglwyseg - Conf. Afon Morwynion","067010000133",15.1,"SJ111  432","SJ205  436","SJ2873041800",,"2","1","2","1","2","2","2","2","2","1","1"
